Libertex platform

Conto:	2902148352	Nome:	 	Valute:	EUR	Data del rapporto:	16.06.2020 14:11:33

Strumento	Numero operazione	Direzione	Data di apertura	Prezzo aper.	Data di chiusura	Prezzo chiusura	Importo (€)	Moltiplicatore	Ricevuto (€)	Profitto (€)
GBP/USD	GBPUSD-18432886	Vendi	11/6/2020 9:30	1.271	11/6/2020 9:45	1.27056	50	x600	59.08	9.08
GBP/USD	GBPUSD-18434236	Vendi	11/6/2020 9:39	1.27061	11/6/2020 9:45	1.27046	6020	x200	6092.29	72.29
GBP/USD	GBPUSD-18424614	Compra	11/6/2020 4:06	1.26989	11/6/2020 9:37	1.27107	6050	x5	6076.16	26.16
GBP/USD	GBPUSD-18433075	Compra	11/6/2020 9:30	1.2708	11/6/2020 9:37	1.27106	50	x600	54.6	4.6
GBP/USD	GBPUSD-18432854	Compra	11/6/2020 9:09	1.26973	11/6/2020 9:28	1.27068	50	x50	51.7	1.7
GBP/USD	GBPUSD-18432964	Compra	11/6/2020 9:11	1.26962	11/6/2020 9:28	1.27075	50	x200	58.3	8.3
GBP/USD	GBPUSD-18432861	Compra	11/6/2020 9:14	1.26919	11/6/2020 9:28	1.27069	50	x50	52.78	2.78
GBP/USD	GBPUSD-18432633	Vendi	11/6/2020 9:02	1.27026	11/6/2020 9:10	1.26961	50	x50	51.03	1.03
GBP/USD	GBPUSD-18430864	Compra	11/6/2020 8:21	1.26899	11/6/2020 9:07	1.27013	50	x50	52.09	2.09
GBP/USD	GBPUSD-18424390	Compra	11/6/2020 3:45	1.26916	11/6/2020 9:07	1.26984	100	x100	104.41	4.41
GBP/USD	GBPUSD-18432527	Compra	11/6/2020 9:00	1.26974	11/6/2020 9:02	1.27022	20	x50	20.31	0.31
GBP/USD	GBPUSD-18431080	Compra	11/6/2020 8:28	1.26857	11/6/2020 8:50	1.26911	20	x200	21.46	1.46
GBP/USD	GBPUSD-18431129	Compra	11/6/2020 8:29	1.26857	11/6/2020 8:33	1.26878	6000	x50	6029.56	29.56
GBP/USD	GBPUSD-18430360	Compra	11/6/2020 8:08	1.26847	11/6/2020 8:13	1.26894	6050	x200	6408.5	358.5
GBP/USD	GBPUSD-18430353	Vendi	11/6/2020 8:08	1.26841	11/6/2020 8:09	1.2682	50	x200	50.98	0.98
GBP/USD	GBPUSD-18426510	Vendi	11/6/2020 6:16	1.26766	11/6/2020 7:08	1.26568	50	x200	65.02	15.02
GBP/USD	GBPUSD-18427490	Compra	11/6/2020 6:41	1.26762	11/6/2020 6:43	1.2681	500	x600	593.48	93.48
GBP/USD	GBPUSD-18426913	Compra	11/6/2020 6:33	1.26738	11/6/2020 6:40	1.26821	20	x200	22.35	2.35
GBP/USD	GBPUSD-18426702	Vendi	11/6/2020 6:08	1.26721	11/6/2020 6:17	1.26781	50	x600	33.54	-16.46
GBP/USD	GBPUSD-18426523	Compra	11/6/2020 6:00	1.26737	11/6/2020 6:16	1.26768	6050	x50	6099.6	49.6
GBP/USD	GBPUSD-18426840	Compra	11/6/2020 6:15	1.26711	11/6/2020 6:16	1.26742	500	x600	546.16	46.16
GBP/USD	GBPUSD-18426825	Vendi	11/6/2020 6:15	1.26728	11/6/2020 6:15	1.2671	500	x600	520.12	20.12
GBP/USD	GBPUSD-18426554	Compra	11/6/2020 6:01	1.26699	11/6/2020 6:08	1.26728	350	x500	374.17	24.17
GBP/USD	GBPUSD-18426532	Compra	11/6/2020 6:03	1.2667	11/6/2020 6:07	1.267	50	x200	51.53	1.53
GBP/USD	GBPUSD-18424585	Vendi	11/6/2020 4:03	1.26901	11/6/2020 4:09	1.2686	6050	x20	6078.17	28.17
GBP/USD	GBPUSD-18424544	Compra	11/6/2020 4:00	1.26932	11/6/2020 4:05	1.26957	6050	x50	6078.14	28.14
GBP/USD	GBPUSD-18424427	Compra	11/6/2020 3:49	1.26912	11/6/2020 4:02	1.26925	70	x600	70.77	0.77
GBP/USD	GBPUSD-18424569	Compra	11/6/2020 4:02	1.26912	11/6/2020 4:02	1.26927	6000	x200	6014.18	14.18
GBP/USD	GBPUSD-18424527	Compra	11/6/2020 3:59	1.26907	11/6/2020 4:02	1.26929	6020	x50	6048.8	28.8
GBP/USD	GBPUSD-18424517	Vendi	11/6/2020 3:58	1.26899	11/6/2020 3:59	1.26853	20	x500	22.83	2.83
GBP/USD	GBPUSD-18424404	Compra	11/6/2020 3:47	1.27005	11/6/2020 3:56	1.27034	500	x600	544.88	44.88
GBP/USD	GBPUSD-18424396	Vendi	11/6/2020 3:46	1.27072	11/6/2020 3:46	1.27028	20	x600	23.21	3.21
GBP/USD	GBPUSD-18424354	Vendi	11/6/2020 3:41	1.27155	11/6/2020 3:42	1.27135	6000	x600	6226.49	226.49
GBP/USD	GBPUSD-18388322	Vendi	10/6/2020 10:09	1.27374	11/6/2020 3:40	1.27163	50	x50	53.85	3.85
GBP/USD	GBPUSD-18418497	Compra	10/6/2020 22:29	1.27415	10/6/2020 23:30	1.27368	500	x600	348.13	-151.87
GBP/USD	GBPUSD-18418337	Compra	10/6/2020 20:45	1.27468	10/6/2020 20:48	1.27488	500	x200	506.66	6.66
GBP/USD	GBPUSD-18417503	Compra	10/6/2020 20:16	1.27471	10/6/2020 20:23	1.27405	50	x500	34.99	-15.01
GBP/USD	GBPUSD-18397093	Compra	10/6/2020 13:32	1.27763	10/6/2020 18:26	1.28023	50	x50	54.95	4.95
GBP/USD	GBPUSD-18397125	Compra	10/6/2020 13:34	1.27734	10/6/2020 18:10	1.27933	50	x200	65.03	15.03
GBP/USD	GBPUSD-18403018	Compra	10/6/2020 15:10	1.27456	10/6/2020 16:32	-	50	x600	-	-
GBP/USD	GBPUSD-18403054	Compra	10/6/2020 15:11	1.2743	10/6/2020 16:32	-	50	x600	-	-
GBP/USD	GBPUSD-18402619	Compra	10/6/2020 15:02	1.27536	10/6/2020 16:31	1.27551	6020	x600	6191.43	171.43
GBP/USD	GBPUSD-18402940	Compra	10/6/2020 15:08	1.2751	10/6/2020 15:43	1.27535	6050	x200	6223.08	173.08
GBP/USD	GBPUSD-18402641	Compra	10/6/2020 15:03	1.27515	10/6/2020 15:15	1.27543	6000	x100	6098.81	98.81
GBP/USD	GBPUSD-18402974	Compra	10/6/2020 15:09	1.2746	10/6/2020 15:10	-	50	x600	-	-
GBP/USD	GBPUSD-18389915	Vendi	10/6/2020 10:53	1.27602	10/6/2020 15:08	1.27492	50	x50	52.03	2.03
GBP/USD	GBPUSD-18402704	Vendi	10/6/2020 15:04	1.27506	10/6/2020 15:08	1.27494	6000	x100	6014.11	14.11
GBP/USD	GBPUSD-18385989	Vendi	10/6/2020 10:57	1.27681	10/6/2020 15:04	1.27511	50	x50	53.25	3.25
GBP/USD	GBPUSD-18402564	Vendi	10/6/2020 15:02	1.27586	10/6/2020 15:02	1.27558	6000	x500	6470.27	470.27
GBP/USD	GBPUSD-18397166	Vendi	10/6/2020 13:33	1.27745	10/6/2020 14:31	1.27527	500	x50	541.09	41.09
GBP/USD	GBPUSD-18363349	Vendi	9/6/2020 16:00	1.27779	10/6/2020 13:36	1.2766	70	x100	76.05	6.05
GBP/USD	GBPUSD-18395699	Vendi	10/6/2020 13:04	1.27938	10/6/2020 13:32	1.27768	50	x50	53.16	3.16
GBP/USD	GBPUSD-18395075	Compra	10/6/2020 12:47	1.27828	10/6/2020 13:03	1.27947	20	x100	21.7	1.7
GBP/USD	GBPUSD-18395103	Compra	10/6/2020 12:49	1.27778	10/6/2020 13:03	1.27954	50	x100	56.61	6.61
GBP/USD	GBPUSD-18384494	Compra	10/6/2020 8:44	1.27699	10/6/2020 12:48	1.27815	50	x50	52.19	2.19
GBP/USD	GBPUSD-18385969	Compra	10/6/2020 9:12	1.27583	10/6/2020 12:47	1.27812	50	x50	54.33	4.33
GBP/USD	GBPUSD-18386496	Compra	10/6/2020 9:21	1.27511	10/6/2020 12:47	1.27804	50	x50	55.58	5.58
GBP/USD	GBPUSD-18390037	Vendi	10/6/2020 10:53	1.27585	10/6/2020 11:07	1.27779	50	x100	42.12	-7.88
GBP/USD	GBPUSD-18388328	Compra	10/6/2020 10:10	1.27375	10/6/2020 10:44	1.27533	50	x50	52.94	2.94
GBP/USD	GBPUSD-18386786	Compra	10/6/2020 9:29	1.27453	10/6/2020 10:44	1.27517	50	x50	51.09	1.09
GBP/USD	GBPUSD-18388268	Compra	10/6/2020 10:08	1.27411	10/6/2020 10:44	1.27514	50	x50	51.86	1.86
GBP/USD	GBPUSD-18387578	Compra	10/6/2020 10:05	1.27458	10/6/2020 10:44	1.27509	20	x600	24.23	4.23
GBP/USD	GBPUSD-18386796	Vendi	10/6/2020 9:29	1.27468	10/6/2020 10:09	1.27383	50	x50	51.52	1.52
GBP/USD	GBPUSD-18386779	Vendi	10/6/2020 9:32	1.27538	10/6/2020 10:05	1.27426	50	x50	52.03	2.03
GBP/USD	GBPUSD-18386854	Compra	10/6/2020 9:42	1.27445	10/6/2020 9:48	1.27498	20	x600	24.23	4.23
GBP/USD	GBPUSD-18386659	Compra	10/6/2020 9:25	1.2749	10/6/2020 9:30	1.27508	50	x600	53.05	3.05
GBP/USD	GBPUSD-18384611	Vendi	10/6/2020 8:37	1.27781	10/6/2020 9:08	1.27603	50	x50	53.34	3.34
GBP/USD	GBPUSD-18384456	Vendi	10/6/2020 8:36	1.27773	10/6/2020 9:08	1.27592	6050	x600	10941.4	4891.4
GBP/USD	GBPUSD-18384423	Vendi	10/6/2020 8:30	1.27753	10/6/2020 8:32	1.2773	50	x600	53.75	3.75
GBP/USD	GBPUSD-18359651	Vendi	9/6/2020 14:31	1.2716	10/6/2020 7:17	1.27788	20	x200	-	-
WTI Crude Oil	WT-17375646	Compra	11/5/2020 7:02	23.56	9/6/2020 18:27	-	200	x10	-	-
Bitcoin	Bitcoin-17913603	Compra	27/5/2020 10:34	9000	9/6/2020 18:27	-	50	x20	-	-
Bitcoin	Bitcoin-17913665	Compra	27/5/2020 10:36	9020	9/6/2020 18:27	-	200	x20	-	-
Bitcoin	Bitcoin-17959613	Compra	28/5/2020 11:10	9155	9/6/2020 18:27	-	500	x20	-	-
Zcash	ZECUSD-18037158	Compra	30/5/2020 18:52	48.001	9/6/2020 18:27	-	50	x20	-	-
GBP/USD	GBPUSD-18347364	Compra	9/6/2020 9:50	1.2633	9/6/2020 18:27	-	500	x500	-	-
GBP/USD	GBPUSD-18355088	Compra	9/6/2020 12:56	1.265	9/6/2020 18:27	-	50	x100	-	-
GBP/USD	GBPUSD-18355192	Compra	9/6/2020 12:58	1.26535	9/6/2020 18:27	-	50	x200	-	-
GBP/USD	GBPUSD-18368634	Vendi	9/6/2020 18:25	1.27448	9/6/2020 18:26	-	50	x500	-	-
GBP/USD	GBPUSD-18368361	Vendi	9/6/2020 18:18	1.27443	9/6/2020 18:18	1.27434	6000	x100	6011.76	11.76
GBP/USD	GBPUSD-18364310	Vendi	9/6/2020 16:17	1.2738	9/6/2020 17:28	1.27352	20	x500	21.6	1.6
GBP/USD	GBPUSD-18364797	Vendi	9/6/2020 16:33	1.27381	9/6/2020 17:28	1.27352	50	x200	51.68	1.68
GBP/USD	GBPUSD-18365521	Vendi	9/6/2020 16:56	1.27416	9/6/2020 17:07	1.27365	6000	x50	6102.42	102.42
GBP/USD	GBPUSD-18365584	Vendi	9/6/2020 16:57	1.27449	9/6/2020 17:00	1.27414	50	x600	56.47	6.47
GBP/USD	GBPUSD-18365489	Compra	9/6/2020 16:55	1.27423	9/6/2020 16:57	1.27439	6000	x200	6089.46	89.46
GBP/USD	GBPUSD-18364821	Vendi	9/6/2020 16:36	1.27416	9/6/2020 16:43	1.27395	50	x600	53.64	3.64
GBP/USD	GBPUSD-18364151	Vendi	9/6/2020 16:15	1.27425	9/6/2020 16:15	1.27387	50	x600	57.65	7.65
GBP/USD	GBPUSD-18363985	Vendi	9/6/2020 16:07	1.27335	9/6/2020 16:07	1.27322	6000	x200	6061.25	61.25
GBP/USD	GBPUSD-18363394	Vendi	9/6/2020 16:01	1.27369	9/6/2020 16:07	1.2734	20	x600	21.83	1.83
GBP/USD	GBPUSD-18363273	Vendi	9/6/2020 15:47	1.27311	9/6/2020 15:48	1.273	6000	x100	6016.49	16.49
GBP/USD	GBPUSD-18363164	Vendi	9/6/2020 15:44	1.27331	9/6/2020 15:46	1.27301	6000	x50	6053.01	53.01
GBP/USD	GBPUSD-18363177	Compra	9/6/2020 15:45	1.27331	9/6/2020 15:46	1.27341	6000	x50	6010.6	10.6
GBP/USD	GBPUSD-18363009	Vendi	9/6/2020 15:41	1.27363	9/6/2020 15:44	1.27332	6000	x50	6052.99	52.99
GBP/USD	GBPUSD-18361985	Vendi	9/6/2020 15:16	1.27299	9/6/2020 15:44	1.27335	6000	x200	5589.94	-410.06
GBP/USD	GBPUSD-18361957	Vendi	9/6/2020 15:16	1.27236	9/6/2020 15:44	1.27335	6000	x50	5748.89	-251.11
GBP/USD	GBPUSD-18363122	Vendi	9/6/2020 15:44	1.27364	9/6/2020 15:44	1.27335	6000	x50	6052.99	52.99
GBP/USD	GBPUSD-18362302	Vendi	9/6/2020 15:24	1.27395	9/6/2020 15:40	1.27381	6000	x200	6070.64	70.64
GBP/USD	GBPUSD-18361848	Vendi	9/6/2020 15:13	1.27292	9/6/2020 15:14	1.27247	6000	x50	6083.66	83.66
GBP/USD	GBPUSD-18360026	Compra	9/6/2020 14:38	1.27177	9/6/2020 14:38	1.27185	6000	x600	5985.84	-14.16
GBP/USD	GBPUSD-18359397	Compra	9/6/2020 14:26	1.27272	9/6/2020 14:37	1.27151	500	x600	195.92	-304.08
GBP/USD	GBPUSD-18359764	Compra	9/6/2020 14:34	1.27188	9/6/2020 14:37	1.27147	6000	x50	5890.31	-109.69
GBP/USD	GBPUSD-18359616	Compra	9/6/2020 14:31	1.27174	9/6/2020 14:35	1.27194	6020	x600	6432.67	412.67
GBP/USD	GBPUSD-18359216	Compra	9/6/2020 14:21	1.27237	9/6/2020 14:26	1.2726	6000	x600	6480.99	480.99
GBP/USD	GBPUSD-18359253	Compra	9/6/2020 14:22	1.2721	9/6/2020 14:23	1.27239	6000	x600	6594.29	594.29
GBP/USD	GBPUSD-18359232	Vendi	9/6/2020 14:22	1.27234	9/6/2020 14:22	-	6000	x600	-	-
GBP/USD	GBPUSD-18358531	Vendi	9/6/2020 14:06	1.27045	9/6/2020 14:21	1.2723	500	x600	46.61	-453.39
GBP/USD	GBPUSD-18349391	Vendi	9/6/2020 10:42	1.26456	9/6/2020 14:21	1.2723	20	x50	13.81	-6.19
GBP/USD	GBPUSD-18354389	Vendi	9/6/2020 13:35	1.2678	9/6/2020 14:21	1.2723	50	x50	40.97	-9.03
GBP/USD	GBPUSD-18339251	Vendi	9/6/2020 14:19	1.272	9/6/2020 14:21	1.2723	20	x200	18.74	-1.26
GBP/USD	GBPUSD-18357756	Vendi	9/6/2020 13:52	1.26987	9/6/2020 14:21	1.2723	20	x20	19.21	-0.79
GBP/USD	GBPUSD-18355458	Vendi	9/6/2020 13:06	1.26605	9/6/2020 14:21	1.2723	20	x1	19.9	-0.1
GBP/USD	GBPUSD-18355451	Compra	9/6/2020 13:06	1.26615	9/6/2020 14:21	1.2723	20	x1	20.09	0.09
GBP/USD	GBPUSD-18357716	Vendi	9/6/2020 13:51	1.27043	9/6/2020 14:21	1.2723	20	x10	19.69	-0.31
GBP/USD	GBPUSD-18357645	Vendi	9/6/2020 13:50	1.26941	9/6/2020 14:21	1.2723	6000	x50	5301.64	-698.36
GBP/USD	GBPUSD-18357605	Vendi	9/6/2020 13:49	1.26963	9/6/2020 14:18	1.27167	20	x600	-	-
GBP/USD	GBPUSD-18358287	Vendi	9/6/2020 14:02	1.26948	9/6/2020 14:16	1.27153	50	x600	-	-
GBP/USD	GBPUSD-18357561	Vendi	9/6/2020 13:51	1.27002	9/6/2020 13:52	1.26988	6050	x600	6244.52	194.52
GBP/USD	GBPUSD-18357683	Compra	9/6/2020 13:51	1.26974	9/6/2020 13:51	1.27022	6000	x200	6382.75	382.75
GBP/USD	GBPUSD-18342584	Vendi	9/6/2020 13:35	1.2682	9/6/2020 13:46	1.27026	50	x600	-	-
GBP/USD	GBPUSD-18354107	Vendi	9/6/2020 13:35	1.26806	9/6/2020 13:46	1.27014	50	x600	-	-
GBP/USD	GBPUSD-18355141	Vendi	9/6/2020 12:59	1.26646	9/6/2020 13:06	1.26625	50	x600	53.19	3.19
GBP/USD	GBPUSD-18355365	Vendi	9/6/2020 13:04	1.26622	9/6/2020 13:05	1.26605	6000	x200	6108.98	108.98
GBP/USD	GBPUSD-18355275	Vendi	9/6/2020 13:01	1.26676	9/6/2020 13:01	1.26655	6000	x50	6036.7	36.7
GBP/USD	GBPUSD-18355067	Compra	9/6/2020 12:55	1.26521	9/6/2020 13:00	1.26663	20	x50	21.06	1.06
GBP/USD	GBPUSD-18355231	Compra	9/6/2020 12:59	1.26613	9/6/2020 13:00	1.26654	50	x50	50.64	0.64
GBP/USD	GBPUSD-18349505	Vendi	9/6/2020 10:45	1.26686	9/6/2020 12:47	1.26569	70	x200	82.13	12.13
GBP/USD	GBPUSD-18342638	Vendi	9/6/2020 11:48	1.26749	9/6/2020 12:38	1.26729	6050	x50	6082.1	32.1
GBP/USD	GBPUSD-18350901	Compra	9/6/2020 11:18	1.26455	9/6/2020 11:49	1.26764	50	x20	52.39	2.39
GBP/USD	GBPUSD-18349190	Compra	9/6/2020 10:37	1.26391	9/6/2020 10:42	1.26455	50	x50	51.11	1.11
GBP/USD	GBPUSD-18349160	Compra	9/6/2020 10:36	1.26367	9/6/2020 10:37	-	20	x600	-	-
GBP/USD	GBPUSD-18349015	Vendi	9/6/2020 10:35	1.26464	9/6/2020 10:36	1.26394	20	x200	21.97	1.97
GBP/USD	GBPUSD-18349046	Vendi	9/6/2020 10:34	1.26426	9/6/2020 10:36	1.26386	20	x50	20.25	0.25
GBP/USD	GBPUSD-18349066	Vendi	9/6/2020 10:35	1.26451	9/6/2020 10:36	1.26389	20	x500	24.38	4.38
GBP/USD	GBPUSD-18349110	Vendi	9/6/2020 10:35	1.2644	9/6/2020 10:35	1.26423	50	x500	52.47	2.47
GBP/USD	GBPUSD-18348955	Compra	9/6/2020 10:31	1.26347	9/6/2020 10:33	-	50	x200	-	-
GBP/USD	GBPUSD-18347495	Vendi	9/6/2020 10:09	1.2652	9/6/2020 10:25	1.26447	20	x600	26.21	6.21
GBP/USD	GBPUSD-18345485	Compra	9/6/2020 9:04	1.26402	9/6/2020 10:03	1.26435	12020	x20	12067.6	47.6
GBP/USD	GBPUSD-18347674	Compra	9/6/2020 9:58	1.26397	9/6/2020 9:58	1.26412	500	x600	515.42	15.42
GBP/USD	GBPUSD-18344400	Vendi	9/6/2020 8:43	1.26416	9/6/2020 9:49	1.26351	50	x50	51.13	1.13
GBP/USD	GBPUSD-18347201	Vendi	9/6/2020 9:47	1.26375	9/6/2020 9:49	1.26337	6000	x50	6077.15	77.15
GBP/USD	GBPUSD-18345479	Vendi	9/6/2020 9:04	1.26383	9/6/2020 9:08	1.26349	6020	x20	6044.31	24.31
GBP/USD	GBPUSD-18345457	Vendi	9/6/2020 9:03	1.26438	9/6/2020 9:04	-	20	x20	-	-
GBP/USD	GBPUSD-18345412	Vendi	9/6/2020 9:02	1.2646	9/6/2020 9:03	1.26437	6050	x20	6064.92	14.92
GBP/USD	GBPUSD-18345302	Compra	9/6/2020 9:00	1.26427	9/6/2020 9:02	1.26465	50	x200	52.49	2.49
GBP/USD	GBPUSD-18345085	Compra	9/6/2020 8:56	1.26471	9/6/2020 9:02	1.26493	6000	x50	6034.39	34.39
GBP/USD	GBPUSD-18345363	Compra	9/6/2020 9:01	1.2646	9/6/2020 9:02	1.26497	6050	x50	6121.06	71.06
GBP/USD	GBPUSD-18345171	Vendi	9/6/2020 8:57	1.26435	9/6/2020 8:59	1.26415	6000	x200	6118.63	118.63
GBP/USD	GBPUSD-18345067	Vendi	9/6/2020 8:55	1.26473	9/6/2020 8:57	1.26464	6000	x50	6005.93	5.93
GBP/USD	GBPUSD-18344812	Compra	9/6/2020 8:51	1.26452	9/6/2020 8:51	1.26465	6000	x50	6015.42	15.42
GBP/USD	GBPUSD-18344771	Vendi	9/6/2020 8:50	1.26472	9/6/2020 8:50	1.26448	6000	x50	6043.88	43.88
GBP/USD	GBPUSD-18344383	Compra	9/6/2020 8:42	1.2641	9/6/2020 8:50	1.26464	50	x200	53.67	3.67
GBP/USD	GBPUSD-18342912	Compra	9/6/2020 8:12	1.2667	9/6/2020 8:14	1.26574	6000	x50	5759.61	-240.39
GBP/USD	GBPUSD-18342610	Compra	9/6/2020 8:03	1.26747	9/6/2020 8:14	1.26574	50	x50	46.45	-3.55
GBP/USD	GBPUSD-18331039	Compra	8/6/2020 20:32	1.27255	9/6/2020 8:14	1.26574	20	x1	19.89	-0.11
GBP/USD	GBPUSD-18341863	Compra	9/6/2020 8:13	1.26608	9/6/2020 8:14	1.26574	20	x600	15.97	-4.03
GBP/USD	GBPUSD-18342760	Vendi	9/6/2020 8:08	1.26615	9/6/2020 8:11	1.26656	6050	x50	5939.35	-110.65
GBP/USD	GBPUSD-18342756	Compra	9/6/2020 8:07	1.26654	9/6/2020 8:11	1.26663	12050	x50	12067.1	17.1
GBP/USD	GBPUSD-18331045	Vendi	8/6/2020 20:32	1.27254	9/6/2020 8:08	1.26646	20	x1	20.09	0.09
GBP/USD	GBPUSD-18341756	Vendi	9/6/2020 7:45	1.26713	9/6/2020 8:07	1.26643	50	x50	51.28	1.28
GBP/USD	GBPUSD-18342615	Vendi	9/6/2020 8:03	1.26736	9/6/2020 8:07	1.26652	50	x50	51.52	1.52
GBP/USD	GBPUSD-18341949	Vendi	9/6/2020 7:58	1.26781	9/6/2020 8:02	1.2675	50	x500	54.53	4.53
GBP/USD	GBPUSD-18341922	Compra	9/6/2020 7:47	1.26731	9/6/2020 7:56	1.26754	6020	x200	6145.08	125.08
GBP/USD	GBPUSD-18340970	Compra	9/6/2020 7:20	1.26734	9/6/2020 7:56	1.26751	6050	x50	6074.03	24.03
GBP/USD	GBPUSD-18341985	Compra	9/6/2020 7:47	1.267	9/6/2020 7:50	1.2672	50	x500	52.36	2.36
GBP/USD	GBPUSD-18341673	Compra	9/6/2020 7:40	1.26684	9/6/2020 7:45	1.267	12020	x200	12181.82	161.82
GBP/USD	GBPUSD-18341619	Compra	9/6/2020 7:39	1.26651	9/6/2020 7:39	1.26673	6000	x50	6035.53	35.53
GBP/USD	GBPUSD-18340609	Compra	9/6/2020 7:16	1.26809	9/6/2020 7:38	1.26634	50	x600	6.35	-43.65
GBP/USD	GBPUSD-18339369	Vendi	9/6/2020 6:20	1.27113	9/6/2020 7:07	1.26954	50	x50	52.97	2.97
GBP/USD	GBPUSD-18339263	Compra	9/6/2020 6:52	1.27079	9/6/2020 7:07	1.26983	20	x200	16.71	-3.29
GBP/USD	GBPUSD-18339216	Vendi	9/6/2020 6:41	1.27174	9/6/2020 7:07	1.26997	50	x200	63.32	13.32
GBP/USD	GBPUSD-18339359	Compra	9/6/2020 6:20	1.27111	9/6/2020 6:21	1.27129	50	x50	50.22	0.22
GBP/USD	GBPUSD-18339097	Vendi	9/6/2020 6:12	1.27153	9/6/2020 6:16	1.27122	50	x600	55.54	5.54
GBP/USD	GBPUSD-18339141	Compra	9/6/2020 6:10	1.27141	9/6/2020 6:13	1.27165	6000	x600	6467.19	467.19
GBP/USD	GBPUSD-18339190	Compra	9/6/2020 6:13	1.27153	9/6/2020 6:13	1.27169	10000	x100	10074.71	74.71
GBP/USD	GBPUSD-18310028	Vendi	8/6/2020 12:47	1.26691	8/6/2020 20:31	1.27255	50	x50	38.69	-11.31
GBP/USD	GBPUSD-18309795	Vendi	8/6/2020 12:42	1.26572	8/6/2020 20:31	1.27255	50	x50	36.33	-13.67
GBP/USD	GBPUSD-18310008	Vendi	8/6/2020 12:47	1.26844	8/6/2020 20:31	1.27255	12050	x200	4126.46	-7923.54
GBP/USD	GBPUSD-18325633	Vendi	8/6/2020 18:02	1.27181	8/6/2020 20:31	1.27255	4050	x600	2452.94	-1597.06
GBP/USD	GBPUSD-18321164	Vendi	8/6/2020 17:24	1.27181	8/6/2020 20:31	1.27255	6500	x200	5674.7	-825.3
GBP/USD	GBPUSD-18322282	Vendi	8/6/2020 16:38	1.27187	8/6/2020 20:31	1.27255	4050	x200	3571.02	-478.98
Bitcoin	Bitcoin-18297160	Vendi	8/6/2020 9:01	9700	8/6/2020 20:31	9716.75	50	x20	47.75	-2.25
GBP/USD	GBPUSD-18307232	Vendi	8/6/2020 11:43	1.26799	8/6/2020 20:29	1.27253	13050	x200	3565.75	-9484.25
GBP/USD	GBPUSD-18292472	Compra	8/6/2020 6:01	1.2703	8/6/2020 19:24	1.27191	50	x20	51.2	1.2
GBP/USD	GBPUSD-18323888	Vendi	8/6/2020 17:21	1.27021	8/6/2020 18:48	1.2723	50	x600	-	-
GBP/USD	GBPUSD-18325350	Vendi	8/6/2020 17:55	1.27007	8/6/2020 18:39	1.27214	20	x600	-	-
GBP/USD	GBPUSD-18323181	Vendi	8/6/2020 17:00	1.26971	8/6/2020 18:36	1.27175	5000	x600	-	-
GBP/USD	GBPUSD-18292451	Compra	8/6/2020 6:01	1.27041	8/6/2020 18:32	1.27101	50	x50	51.04	1.04
GBP/USD	GBPUSD-18304962	Vendi	8/6/2020 11:02	1.26512	8/6/2020 18:02	1.27139	70	x200	-	-
GBP/USD	GBPUSD-18323460	Vendi	8/6/2020 17:06	1.26997	8/6/2020 17:53	1.26987	520	x600	527.13	7.13
GBP/USD	GBPUSD-18323582	Vendi	8/6/2020 17:09	1.27022	8/6/2020 17:15	1.26997	50	x600	54.6	4.6
GBP/USD	GBPUSD-18292436	Vendi	8/6/2020 6:00	1.2713	8/6/2020 17:11	-	50	x600	-	-
GBP/USD	GBPUSD-18311800	Compra	8/6/2020 13:21	1.2668	8/6/2020 17:11	-	50	x50	-	-
GBP/USD	GBPUSD-18316484	Vendi	8/6/2020 14:36	1.2674	8/6/2020 17:10	-	50	x200	-	-
GBP/USD	GBPUSD-18292989	Compra	8/6/2020 6:22	1.26987	8/6/2020 17:08	1.27029	50	x50	50.66	0.66
GBP/USD	GBPUSD-18297244	Compra	8/6/2020 8:25	1.26905	8/6/2020 17:08	1.27025	50	x50	52.19	2.19
GBP/USD	GBPUSD-18323039	Vendi	8/6/2020 16:56	1.26954	8/6/2020 16:57	1.26944	6000	x500	6047.26	47.26
GBP/USD	GBPUSD-18322275	Compra	8/6/2020 16:37	1.26864	8/6/2020 16:56	1.26961	50	x50	51.73	1.73
GBP/USD	GBPUSD-18315965	Compra	8/6/2020 14:28	1.26887	8/6/2020 16:50	1.26918	6050	x50	6107.32	57.32
GBP/USD	GBPUSD-18316275	Vendi	8/6/2020 14:49	1.2688	8/6/2020 16:37	1.26859	6050	x50	6081.52	31.52
GBP/USD	GBPUSD-18316426	Vendi	8/6/2020 14:40	1.27	8/6/2020 16:32	1.26895	550	x200	634.54	84.54
GBP/USD	GBPUSD-18310757	Vendi	8/6/2020 13:01	1.26887	8/6/2020 15:23	1.26874	550	x200	555.49	5.49
GBP/USD	GBPUSD-18316282	Compra	8/6/2020 14:33	1.26853	8/6/2020 14:44	1.26872	6050	x50	6078.97	28.97
GBP/USD	GBPUSD-18316326	Compra	8/6/2020 14:33	1.26809	8/6/2020 14:41	1.26864	50	x50	50.88	0.88
GBP/USD	GBPUSD-18316586	Compra	8/6/2020 14:38	1.26796	8/6/2020 14:40	1.26827	800	x600	887.06	87.06
GBP/USD	GBPUSD-18316337	Vendi	8/6/2020 14:34	1.26817	8/6/2020 14:34	1.2679	50	x200	51.57	1.57
