Libertex platform

Conto:	2902148352	Nome:	 	Valute:	EUR	Data del rapporto:	16.06.2020 14:11:33

Strumento	Numero operazione	Direzione	Data di apertura	Prezzo aper.	Data di chiusura	Prezzo chiusura	Importo (€)	Moltiplicatore	Ricevuto (€)	Profitto (€)
Bitcoin	Bitcoin-18527185	Compra	14/6/2020 17:53	9391	16/6/2020 14:04	9532.75	20	x1	20.27	0.27
GBP/USD	GBPUSD-18536886	Vendi	15/6/2020 7:40	1.26043	16/6/2020 14:04	1.26273	300	x50	271.48	-28.52
GBP/USD	GBPUSD-18539679	Vendi	15/6/2020 7:37	1.26033	16/6/2020 14:04	1.26273	300	x50	270.5	-29.5
Bitcoin	Bitcoin-18527182	Vendi	14/6/2020 17:53	9390.5	16/6/2020 14:04	9533.25	20	x1	19.68	-0.32
GBP/USD	GBPUSD-18585602	Vendi	16/6/2020 7:33	1.26258	16/6/2020 14:04	1.26268	20	x50	19.85	-0.15
GBP/USD	GBPUSD-18594663	Compra	16/6/2020 13:13	1.26347	16/6/2020 14:04	1.26268	4000	x600	2280.92	-1719.08
GBP/USD	GBPUSD-18548885	Vendi	15/6/2020 11:09	1.26091	16/6/2020 14:04	1.26273	120	x50	110.92	-9.08
GBP/USD	GBPUSD-18539753	Vendi	15/6/2020 7:40	1.26046	16/6/2020 14:04	1.26273	300	x50	271.97	-28.03
GBP/USD	GBPUSD-18571557	Vendi	15/6/2020 19:22	1.2592	16/6/2020 14:04	1.26268	50	x50	42.86	-7.14
Ethereum	ETHUSD-18516887	Compra	13/6/2020 15:27	237.83	16/6/2020 14:04	234.386	20	x1	19.64	-0.36
GBP/USD	GBPUSD-18602285	Compra	16/6/2020 13:49	1.26294	16/6/2020 14:04	1.26268	20	x600	16.81	-3.19
GBP/USD	GBPUSD-18540108	Vendi	15/6/2020 7:37	1.2603	16/6/2020 14:04	1.26273	300	x50	270	-30
GBP/USD	GBPUSD-18599498	Compra	16/6/2020 13:00	1.2665	16/6/2020 14:04	1.26268	20	x200	7.66	-12.34
GBP/USD	GBPUSD-18587264	Vendi	16/6/2020 8:15	1.2634	16/6/2020 14:04	1.26268	8550	x50	8766.62	216.62
GBP/USD	GBPUSD-18600301	Compra	16/6/2020 13:14	1.26366	16/6/2020 13:56	1.26163	11808	x600	-	-
GBP/USD	GBPUSD-18595682	Vendi	16/6/2020 11:55	1.26501	16/6/2020 13:47	1.26346	20	x100	22.31	2.31
GBP/USD	GBPUSD-18599936	Compra	16/6/2020 13:11	1.26459	16/6/2020 13:39	1.26256	20	x600	-	-
GBP/USD	GBPUSD-18599611	Compra	16/6/2020 13:03	1.26557	16/6/2020 13:13	1.26352	13020	x600	-	-
GBP/USD	GBPUSD-18598368	Vendi	16/6/2020 12:42	1.26761	16/6/2020 13:06	1.265	20	x50	21.99	1.99
GBP/USD	GBPUSD-18598802	Vendi	16/6/2020 13:00	1.26649	16/6/2020 13:06	1.26496	20	x100	22.26	2.26
GBP/USD	GBPUSD-18591224	Vendi	16/6/2020 12:37	1.2665	16/6/2020 13:04	1.26574	50	x200	55.64	5.64
GBP/USD	GBPUSD-18598867	Vendi	16/6/2020 12:49	1.26702	16/6/2020 13:04	1.26573	50	x100	54.71	4.71
GBP/USD	GBPUSD-18598742	Compra	16/6/2020 12:48	1.26678	16/6/2020 12:58	1.26764	50	x50	51.52	1.52
GBP/USD	GBPUSD-18599318	Vendi	16/6/2020 12:57	1.2685	16/6/2020 12:57	-	50	x100	-	-
GBP/USD	GBPUSD-18598880	Compra	16/6/2020 12:49	1.26733	16/6/2020 12:55	1.26752	18050	x100	18196.07	146.07
GBP/USD	GBPUSD-18595327	Compra	16/6/2020 11:40	1.2647	16/6/2020 12:47	1.26691	20	x100	23.37	3.37
GBP/USD	GBPUSD-18595397	Vendi	16/6/2020 12:15	1.26793	16/6/2020 12:47	1.26695	520	x200	594.59	74.59
GBP/USD	GBPUSD-18593956	Vendi	16/6/2020 12:30	1.26761	16/6/2020 12:47	1.26695	550	x200	599.32	49.32
GBP/USD	GBPUSD-18583443	Vendi	16/6/2020 12:44	1.268	16/6/2020 12:47	1.26718	20	x600	27.33	7.33
GBP/USD	GBPUSD-18582948	Vendi	16/6/2020 12:40	1.26728	16/6/2020 12:46	1.26715	6500	x600	6707.13	207.13
GBP/USD	GBPUSD-18583433	Compra	16/6/2020 6:20	1.26637	16/6/2020 12:45	1.26805	20	x100	22.5	2.5
GBP/USD	GBPUSD-18591513	Compra	16/6/2020 10:02	1.26536	16/6/2020 12:45	1.26796	20	x50	21.99	1.99
GBP/USD	GBPUSD-18595291	Compra	16/6/2020 11:34	1.2649	16/6/2020 12:45	1.26797	50	x100	61.79	11.79
GBP/USD	GBPUSD-18595604	Compra	16/6/2020 11:43	1.26465	16/6/2020 12:45	1.26795	20	x600	50.5	30.5
GBP/USD	GBPUSD-18595427	Compra	16/6/2020 11:47	1.26429	16/6/2020 12:45	1.26777	20	x200	30.83	10.83
GBP/USD	GBPUSD-18598307	Compra	16/6/2020 12:41	1.26757	16/6/2020 12:44	1.26786	6000	x100	6097.03	97.03
GBP/USD	GBPUSD-18591638	Vendi	16/6/2020 12:37	1.2665	16/6/2020 12:43	1.26758	50	x600	23.35	-26.65
GBP/USD	GBPUSD-18595340	Compra	16/6/2020 11:44	1.26434	16/6/2020 11:50	1.26456	6020	x600	6433.76	413.76
GBP/USD	GBPUSD-18591283	Compra	16/6/2020 10:39	1.26508	16/6/2020 11:34	1.26516	18050	x200	18054.82	4.82
GBP/USD	GBPUSD-18594171	Compra	16/6/2020 11:09	1.26477	16/6/2020 11:33	1.2649	9520	x600	9716.87	196.87
GBP/USD	GBPUSD-18594038	Compra	16/6/2020 11:09	1.2647	16/6/2020 11:29	1.2649	18020	x200	18328.81	308.81
GBP/USD	GBPUSD-18593902	Compra	16/6/2020 11:14	1.26439	16/6/2020 11:27	1.26461	4020	x600	4296.7	276.7
GBP/USD	GBPUSD-18591174	Vendi	16/6/2020 9:51	1.26548	16/6/2020 11:16	1.2641	50	x50	52.54	2.54
GBP/USD	GBPUSD-18591052	Vendi	16/6/2020 9:48	1.26456	16/6/2020 11:14	1.26433	6050	x50	6085.09	35.09
GBP/USD	GBPUSD-18591321	Compra	16/6/2020 10:39	1.26493	16/6/2020 11:03	1.26517	13050	x600	13978.98	928.98
GBP/USD	GBPUSD-18585134	Vendi	16/6/2020 9:54	1.26565	16/6/2020 10:59	1.26491	50	x100	52.52	2.52
GBP/USD	GBPUSD-18584825	Vendi	16/6/2020 9:57	1.2658	16/6/2020 10:58	1.26492	50	x50	51.57	1.57
GBP/USD	GBPUSD-18591338	Vendi	16/6/2020 9:55	1.26544	16/6/2020 10:58	1.26486	6050	x100	6284.93	234.93
GBP/USD	GBPUSD-18591303	Compra	16/6/2020 10:41	1.26449	16/6/2020 10:57	1.26476	50	x600	55.21	5.21
GBP/USD	GBPUSD-18591039	Compra	16/6/2020 10:42	1.264	16/6/2020 10:56	1.26482	20	x600	26.93	6.93
GBP/USD	GBPUSD-18591987	Compra	16/6/2020 10:41	1.26429	16/6/2020 10:42	1.26415	50	x600	44.54	-5.46
GBP/USD	GBPUSD-18591501	Vendi	16/6/2020 10:10	1.26591	16/6/2020 10:30	1.26554	24020	x50	24293.15	273.15
GBP/USD	GBPUSD-18591767	Vendi	16/6/2020 10:07	1.2663	16/6/2020 10:29	1.26576	20	x200	21.5	1.5
GBP/USD	GBPUSD-18591735	Vendi	16/6/2020 10:07	1.2663	16/6/2020 10:29	1.2658	20	x200	21.37	1.37
GBP/USD	GBPUSD-18591961	Compra	16/6/2020 10:11	1.26445	16/6/2020 10:11	-	6000	x600	-	-
GBP/USD	GBPUSD-18591047	Vendi	16/6/2020 9:48	1.26445	16/6/2020 10:10	1.26645	50	x600	-	-
GBP/USD	GBPUSD-18584064	Compra	16/6/2020 6:44	1.26497	16/6/2020 10:08	1.26607	50	x50	51.99	1.99
GBP/USD	GBPUSD-18584073	Compra	16/6/2020 6:44	1.26498	16/6/2020 10:08	1.26603	50	x50	51.91	1.91
GBP/USD	GBPUSD-18584943	Compra	16/6/2020 7:13	1.2652	16/6/2020 10:08	1.26605	50	x50	51.53	1.53
GBP/USD	GBPUSD-18584846	Compra	16/6/2020 7:13	1.26489	16/6/2020 10:08	1.26615	50	x50	52.32	2.32
GBP/USD	GBPUSD-18584814	Vendi	16/6/2020 9:59	1.26626	16/6/2020 10:03	1.26549	50	x200	55.29	5.29
GBP/USD	GBPUSD-18591199	Vendi	16/6/2020 9:57	1.26578	16/6/2020 10:02	1.26553	18050	x100	18294.86	244.86
GBP/USD	GBPUSD-18591461	Vendi	16/6/2020 9:59	1.2658	16/6/2020 10:02	1.26561	18050	x50	18134.51	84.51
GBP/USD	GBPUSD-18584673	Compra	16/6/2020 7:15	1.26385	16/6/2020 9:47	1.26474	20	x100	21.28	1.28
GBP/USD	GBPUSD-18585077	Compra	16/6/2020 7:16	1.26369	16/6/2020 9:47	1.26478	50	x50	51.96	1.96
GBP/USD	GBPUSD-18590584	Compra	16/6/2020 9:37	1.2644	16/6/2020 9:47	1.26476	20	x600	22.65	2.65
GBP/USD	GBPUSD-18590168	Compra	16/6/2020 9:22	1.26389	16/6/2020 9:46	1.26475	50	x50	51.57	1.57
GBP/USD	GBPUSD-18590181	Compra	16/6/2020 9:27	1.26445	16/6/2020 9:46	1.26488	50	x600	58.18	8.18
GBP/USD	GBPUSD-18584684	Compra	16/6/2020 7:15	1.2639	16/6/2020 9:35	1.26456	50	x50	51.11	1.11
GBP/USD	GBPUSD-18585018	Compra	16/6/2020 7:15	1.26479	16/6/2020 9:34	1.26489	24050	x50	24065.05	15.05
GBP/USD	GBPUSD-18585653	Compra	16/6/2020 8:00	1.2618	16/6/2020 9:22	1.26411	20	x200	27.18	7.18
GBP/USD	GBPUSD-18587251	Compra	16/6/2020 8:15	1.26215	16/6/2020 8:28	1.26277	12050	x500	14606.25	2556.25
GBP/USD	GBPUSD-18548468	Vendi	15/6/2020 11:00	1.25882	16/6/2020 8:15	1.26207	16020	x50	13893.56	-2126.44
GBP/USD	GBPUSD-18550385	Vendi	15/6/2020 11:45	1.25966	16/6/2020 8:14	1.26206	39520	x100	31692.83	-7827.17
GBP/USD	GBPUSD-18586157	Vendi	16/6/2020 7:48	1.26305	16/6/2020 7:53	1.26279	1520	x50	1529.19	9.19
GBP/USD	GBPUSD-18583546	Compra	16/6/2020 6:25	1.26691	16/6/2020 7:51	1.26287	20	x100	13.47	-6.53
GBP/USD	GBPUSD-18586194	Vendi	16/6/2020 7:49	1.26358	16/6/2020 7:49	1.26334	500	x500	527.69	27.69
GBP/USD	GBPUSD-18585752	Compra	16/6/2020 7:47	1.26298	16/6/2020 7:48	1.26363	1520	x50	1554.31	34.31
GBP/USD	GBPUSD-18585724	Vendi	16/6/2020 7:36	1.26335	16/6/2020 7:46	1.26305	1520	x50	1533.31	13.31
GBP/USD	GBPUSD-18585606	Compra	16/6/2020 7:32	1.26277	16/6/2020 7:35	1.26318	3020	x50	3059.89	39.89
GBP/USD	GBPUSD-18585109	Compra	16/6/2020 7:18	1.26247	16/6/2020 7:35	1.26305	50	x600	62.47	12.47
GBP/USD	GBPUSD-18585155	Compra	16/6/2020 7:19	1.26252	16/6/2020 7:34	1.26307	6050	x100	6275.6	225.6
GBP/USD	GBPUSD-18555556	Vendi	15/6/2020 13:46	1.26282	16/6/2020 7:31	1.26225	70	x50	71.32	1.32
GBP/USD	GBPUSD-18557079	Vendi	15/6/2020 18:01	1.26554	16/6/2020 7:14	1.26489	550	x50	562.06	12.06
GBP/USD	GBPUSD-18583030	Vendi	16/6/2020 6:06	1.26626	16/6/2020 7:08	1.26551	50	x200	55.25	5.25
GBP/USD	GBPUSD-18583538	Vendi	16/6/2020 6:25	1.26689	16/6/2020 7:07	1.2651	20	x100	22.67	2.67
GBP/USD	GBPUSD-18584053	Compra	16/6/2020 6:56	1.26419	16/6/2020 7:04	1.26437	6050	x100	6086.38	36.38
GBP/USD	GBPUSD-18583256	Vendi	16/6/2020 6:25	1.26703	16/6/2020 6:43	1.2646	50	x200	68.42	18.42
GBP/USD	GBPUSD-18571689	Compra	15/6/2020 19:26	1.25952	16/6/2020 6:01	1.26697	50	x50	64.51	14.51
GBP/USD	GBPUSD-18550090	Vendi	15/6/2020 11:36	1.25605	16/6/2020 5:28	1.26753	13020	x50	7015.08	-6004.92
GBP/USD	GBPUSD-18571311	Vendi	16/6/2020 2:30	1.26503	16/6/2020 2:31	1.26558	500	x600	347.03	-152.97
GBP/USD	GBPUSD-18567707	Vendi	15/6/2020 18:01	1.25838	16/6/2020 0:00	1.26459	100	x200	-	-
GBP/USD	GBPUSD-18572916	Compra	15/6/2020 20:06	1.25866	15/6/2020 20:12	1.25898	6050	x50	6101.71	51.71
GBP/USD	GBPUSD-18553885	Compra	15/6/2020 13:15	1.25271	15/6/2020 20:02	-	6000	x50	-	-
GBP/USD	GBPUSD-18571735	Compra	15/6/2020 19:28	1.25918	15/6/2020 19:53	1.25937	6050	x100	6100.4	50.4
GBP/USD	GBPUSD-18571903	Compra	15/6/2020 19:31	1.25909	15/6/2020 19:53	1.25939	6000	x100	6088.15	88.15
GBP/USD	GBPUSD-18571986	Compra	15/6/2020 19:33	1.2587	15/6/2020 19:49	1.25904	500	x600	558.39	58.39
GBP/USD	GBPUSD-18572040	Vendi	15/6/2020 19:34	1.25853	15/6/2020 19:36	1.25836	4000	x50	4008.74	8.74
GBP/USD	GBPUSD-18571650	Vendi	15/6/2020 19:25	1.25981	15/6/2020 19:26	1.25961	6050	x50	6070.74	20.74
GBP/USD	GBPUSD-18571478	Compra	15/6/2020 19:21	1.25879	15/6/2020 19:22	1.25919	500	x600	572.68	72.68
GBP/USD	GBPUSD-18571379	Compra	15/6/2020 19:18	1.25882	15/6/2020 19:19	1.25909	20	x600	21.76	1.76
GBP/USD	GBPUSD-18570105	Compra	15/6/2020 18:46	1.25891	15/6/2020 19:14	1.25906	6020	x100	6051.2	31.2
GBP/USD	GBPUSD-18559308	Vendi	15/6/2020 18:03	1.25926	15/6/2020 18:47	1.25863	200	x600	254.04	54.04
GBP/USD	GBPUSD-18568334	Vendi	15/6/2020 18:10	1.25921	15/6/2020 18:47	1.25887	1200	x600	1356.17	156.17
GBP/USD	GBPUSD-18568558	Vendi	15/6/2020 18:14	1.25935	15/6/2020 18:44	1.25914	6000	x50	6034.54	34.54
GBP/USD	GBPUSD-18568779	Vendi	15/6/2020 18:18	1.2597	15/6/2020 18:19	1.25951	6000	x50	6032.15	32.15
GBP/USD	GBPUSD-18557040	Vendi	15/6/2020 18:01	1.25792	15/6/2020 18:18	1.25992	20	x600	-	-
GBP/USD	GBPUSD-18567970	Vendi	15/6/2020 18:05	1.25828	15/6/2020 18:05	1.25808	6000	x50	6032.18	32.18
GBP/USD	GBPUSD-18557442	Vendi	15/6/2020 14:19	1.25654	15/6/2020 17:59	1.25639	6020	x50	6035.66	15.66
GBP/USD	GBPUSD-18559680	Compra	15/6/2020 15:15	1.25575	15/6/2020 17:58	1.25641	20	x200	21.95	1.95
GBP/USD	GBPUSD-18559703	Vendi	15/6/2020 15:05	1.257	15/6/2020 16:40	1.25583	50	x50	52.23	2.23
GBP/USD	GBPUSD-18558522	Compra	15/6/2020 15:43	1.2549	15/6/2020 16:39	1.25618	20	x100	21.96	1.96
GBP/USD	GBPUSD-18559899	Vendi	15/6/2020 15:06	1.25705	15/6/2020 15:33	1.25534	6000	x100	6780.39	780.39
GBP/USD	GBPUSD-18559885	Vendi	15/6/2020 15:06	1.2561	15/6/2020 15:06	-	50	x600	-	-
GBP/USD	GBPUSD-18557408	Compra	15/6/2020 14:22	1.25608	15/6/2020 15:01	1.25652	6020	x50	6105.13	85.13
GBP/USD	GBPUSD-18558711	Vendi	15/6/2020 14:45	1.25684	15/6/2020 15:00	1.25593	20	x100	21.33	1.33
GBP/USD	GBPUSD-18558689	Vendi	15/6/2020 14:45	1.25705	15/6/2020 14:59	1.2565	500	x600	607.39	107.39
GBP/USD	GBPUSD-18557556	Vendi	15/6/2020 14:45	1.25705	15/6/2020 14:59	1.25672	500	x600	554.89	54.89
GBP/USD	GBPUSD-18557500	Vendi	15/6/2020 14:45	1.25713	15/6/2020 14:57	1.25701	6000	x50	6009.54	9.54
GBP/USD	GBPUSD-18559279	Vendi	15/6/2020 14:55	1.25753	15/6/2020 14:57	1.25699	20	x600	24.29	4.29
GBP/USD	GBPUSD-18557172	Compra	15/6/2020 14:13	1.25744	15/6/2020 14:54	1.25767	6000	x50	6036.97	36.97
GBP/USD	GBPUSD-18536840	Vendi	15/6/2020 7:55	1.25663	15/6/2020 14:42	1.25556	550	x100	593.47	43.47
GBP/USD	GBPUSD-18549662	Vendi	15/6/2020 11:44	1.25683	15/6/2020 14:21	1.25659	550	x200	561.93	11.93
GBP/USD	GBPUSD-18557170	Vendi	15/6/2020 14:14	1.25777	15/6/2020 14:19	1.25673	50	x50	51.91	1.91
GBP/USD	GBPUSD-18556724	Vendi	15/6/2020 14:08	1.25776	15/6/2020 14:10	1.25751	500	x600	541.74	41.74
GBP/USD	GBPUSD-18556464	Vendi	15/6/2020 14:05	1.25776	15/6/2020 14:05	1.25736	500	x600	572.74	72.74
GBP/USD	GBPUSD-18554404	Compra	15/6/2020 13:32	1.25385	15/6/2020 14:03	1.25722	20	x5	20.26	0.26
GBP/USD	GBPUSD-18556330	Vendi	15/6/2020 13:57	1.25744	15/6/2020 14:01	1.25658	6000	x50	6184.89	184.89
GBP/USD	GBPUSD-18541480	Compra	15/6/2020 8:17	1.25386	15/6/2020 13:58	1.25717	20	x50	22.57	2.57
GBP/USD	GBPUSD-18555548	Compra	15/6/2020 13:46	1.25432	15/6/2020 13:58	1.25735	20	x50	22.35	2.35
GBP/USD	GBPUSD-18556289	Vendi	15/6/2020 13:56	1.25768	15/6/2020 13:57	1.25755	500	x600	510.73	10.73
GBP/USD	GBPUSD-18556164	Vendi	15/6/2020 13:54	1.25637	15/6/2020 13:54	1.25578	500	x600	611.03	111.03
GBP/USD	GBPUSD-18555392	Compra	15/6/2020 13:43	1.25452	15/6/2020 13:53	1.25513	20	x600	25.11	5.11
GBP/USD	GBPUSD-18553965	Vendi	15/6/2020 13:41	1.2546	15/6/2020 13:45	1.25414	20	x600	23.77	3.77
GBP/USD	GBPUSD-18555250	Vendi	15/6/2020 13:41	1.25466	15/6/2020 13:45	1.2544	6000	x600	6502.12	502.12
GBP/USD	GBPUSD-18553915	Vendi	15/6/2020 13:41	1.255	15/6/2020 13:42	1.25474	6000	x50	6044.22	44.22
GBP/USD	GBPUSD-18554596	Compra	15/6/2020 13:33	1.25388	15/6/2020 13:38	1.25408	6020	x600	6352.23	332.23
GBP/USD	GBPUSD-18505058	Compra	12/6/2020 18:21	1.24765	15/6/2020 13:29	1.25424	20	x10	21.03	1.03
GBP/USD	GBPUSD-18553770	Vendi	15/6/2020 13:15	1.25397	15/6/2020 13:16	1.25386	6500	x600	6583.73	83.73
GBP/USD	GBPUSD-18547260	Compra	15/6/2020 10:30	1.25355	15/6/2020 13:14	1.25375	6050	x50	6077.57	27.57
GBP/USD	GBPUSD-18552882	Vendi	15/6/2020 12:51	1.25368	15/6/2020 13:11	1.25336	500	x600	556.23	56.23
GBP/USD	GBPUSD-18552926	Vendi	15/6/2020 13:06	1.25402	15/6/2020 13:10	1.25349	500	x600	610.04	110.04
GBP/USD	GBPUSD-18550619	Vendi	15/6/2020 12:01	1.25501	15/6/2020 12:51	1.25368	500	x600	797.6	297.6
GBP/USD	GBPUSD-18543494	Vendi	15/6/2020 12:02	1.2555	15/6/2020 12:51	1.25368	50	x600	91.45	41.45
GBP/USD	GBPUSD-18546982	Vendi	15/6/2020 11:50	1.25409	15/6/2020 12:02	1.2561	500	x600	-	-
GBP/USD	GBPUSD-18550338	Vendi	15/6/2020 11:48	1.25333	15/6/2020 12:02	1.25536	20	x600	-	-
GBP/USD	GBPUSD-18550300	Vendi	15/6/2020 11:43	1.25256	15/6/2020 12:00	1.25498	20	x500	-	-
GBP/USD	GBPUSD-18550033	Vendi	15/6/2020 11:35	1.25167	15/6/2020 11:49	1.25368	70	x600	-	-
GBP/USD	GBPUSD-18549827	Compra	15/6/2020 11:30	1.25227	15/6/2020 11:44	1.25296	50	x50	51.22	1.22
GBP/USD	GBPUSD-18550112	Compra	15/6/2020 11:37	1.25232	15/6/2020 11:43	1.25256	6000	x50	6039.52	39.52
GBP/USD	GBPUSD-18550030	Compra	15/6/2020 11:35	1.25181	15/6/2020 11:36	1.25195	520	x600	534.95	14.95
GBP/USD	GBPUSD-18549847	Vendi	15/6/2020 11:30	1.25213	15/6/2020 11:34	1.25166	6050	x50	6145.74	95.74
GBP/USD	GBPUSD-18549703	Vendi	15/6/2020 11:27	1.25247	15/6/2020 11:29	1.25226	500	x600	532.33	32.33
GBP/USD	GBPUSD-18548894	Compra	15/6/2020 11:09	1.2523	15/6/2020 11:25	1.25232	6020	x50	6011.97	-8.03
GBP/USD	GBPUSD-18548500	Compra	15/6/2020 11:01	1.25154	15/6/2020 11:09	1.2521	6020	x50	6134.98	114.98
GBP/USD	GBPUSD-18548335	Compra	15/6/2020 10:57	1.25185	15/6/2020 11:08	1.25212	6050	x100	6145.19	95.19
GBP/USD	GBPUSD-18541432	Compra	15/6/2020 10:54	1.25189	15/6/2020 10:55	1.25196	6050	x50	6048.61	-1.39
GBP/USD	GBPUSD-18541175	Vendi	15/6/2020 8:10	1.25342	15/6/2020 10:55	1.25192	50	x50	52.78	2.78
GBP/USD	GBPUSD-18541471	Vendi	15/6/2020 8:17	1.25387	15/6/2020 10:55	1.25192	20	x50	21.48	1.48
GBP/USD	GBPUSD-18536854	Vendi	15/6/2020 8:02	1.25302	15/6/2020 10:32	1.25283	6100	x200	6202.29	102.29
GBP/USD	GBPUSD-18541388	Compra	15/6/2020 9:33	1.25268	15/6/2020 10:25	1.25337	50	x50	51.22	1.22
GBP/USD	GBPUSD-18546900	Compra	15/6/2020 10:23	1.25313	15/6/2020 10:25	1.25335	500	x600	532.31	32.31
GBP/USD	GBPUSD-18546323	Vendi	15/6/2020 10:11	1.25362	15/6/2020 10:23	1.25322	50	x600	57.77	7.77
GBP/USD	GBPUSD-18541343	Vendi	15/6/2020 9:17	1.25485	15/6/2020 9:37	1.25303	50	x200	63.82	13.82
GBP/USD	GBPUSD-18541244	Vendi	15/6/2020 8:11	1.25392	15/6/2020 9:36	1.25295	50	x200	57.21	7.21
GBP/USD	GBPUSD-18541807	Vendi	15/6/2020 8:23	1.25363	15/6/2020 9:09	1.25329	6000	x50	6065.8	65.8
GBP/USD	GBPUSD-18541836	Compra	15/6/2020 8:23	1.25381	15/6/2020 8:31	1.25429	6000	x50	6096.9	96.9
GBP/USD	GBPUSD-18541271	Vendi	15/6/2020 8:12	1.25456	15/6/2020 8:12	1.25419	6000	x200	6272.6	272.6
GBP/USD	GBPUSD-18540131	Vendi	15/6/2020 8:02	1.25201	15/6/2020 8:11	1.25382	50	x600	4.83	-45.17
GBP/USD	GBPUSD-18536823	Compra	15/6/2020 5:58	1.24801	15/6/2020 7:27	1.24926	50	x50	52.33	2.33
Ethereum	ETHUSD-18516892	Vendi	13/6/2020 15:27	237.73	15/6/2020 7:25	222.385	20	x1	21.22	1.22
Bitcoin	Bitcoin-18536549	Compra	15/6/2020 5:49	8971.16	15/6/2020 7:23	9022.25	100	x20	109.88	9.88
GBP/USD	GBPUSD-18536813	Compra	15/6/2020 6:00	1.2477	15/6/2020 7:23	1.24853	50	x100	53.1	3.1
GBP/USD	GBPUSD-18536942	Compra	15/6/2020 6:02	1.2468	15/6/2020 7:23	1.24848	50	x50	53.1	3.1
GBP/USD	GBPUSD-18537126	Vendi	15/6/2020 6:18	1.24685	15/6/2020 6:33	1.24644	20	x600	23.17	3.17
GBP/USD	GBPUSD-18536577	Vendi	15/6/2020 5:49	1.24797	15/6/2020 6:33	1.24672	50	x50	52.29	2.29
Bitcoin	Bitcoin-18536649	Vendi	15/6/2020 5:52	9015.75	15/6/2020 6:32	8915	50	x20	60.45	10.45
GBP/USD	GBPUSD-18537055	Vendi	15/6/2020 6:19	1.24727	15/6/2020 6:32	1.24656	50	x600	65.15	15.15
GBP/USD	GBPUSD-18536790	Compra	15/6/2020 6:00	1.2457	15/6/2020 6:32	1.24654	550	x200	615.97	65.97
GBP/USD	GBPUSD-18537010	Compra	15/6/2020 6:07	1.24556	15/6/2020 6:10	1.2465	550	x500	737.26	187.26
Bitcoin	Bitcoin-18524836	Vendi	14/6/2020 13:43	9388.25	15/6/2020 5:56	9043.38	50	x20	86.18	36.18
GBP/USD	GBPUSD-18536593	Compra	15/6/2020 5:50	1.24794	15/6/2020 5:55	1.2482	5050	x50	5083.46	33.46
Bitcoin	Bitcoin-18536559	Vendi	15/6/2020 5:49	9036.5	15/6/2020 5:51	8993.75	50	x20	54.39	4.39
Bitcoin	Bitcoin-18518869	Compra	13/6/2020 19:49	9449.25	15/6/2020 5:48	9041	50	x20	5.51	-44.49
Bitcoin	Bitcoin-18523946	Compra	14/6/2020 11:47	9433.25	15/6/2020 5:48	9041	50	x20	7.43	-42.57
Bitcoin	Bitcoin-18524864	Vendi	14/6/2020 13:35	9381	15/6/2020 5:48	9043.25	50	x20	85.4	35.4
Bitcoin	Bitcoin-18527862	Vendi	14/6/2020 19:27	9388.75	14/6/2020 22:25	9239.25	50	x20	65	15
Bitcoin	Bitcoin-18527167	Vendi	14/6/2020 17:52	9399	14/6/2020 19:26	-	500	x20	-	-
Bitcoin	Bitcoin-18524560	Vendi	14/6/2020 12:59	9439	14/6/2020 19:26	-	50	x20	-	-
Bitcoin	Bitcoin-18518841	Vendi	13/6/2020 19:47	9500	14/6/2020 19:26	-	500	x20	-	-
Bitcoin	Bitcoin-18524549	Vendi	14/6/2020 12:58	942	14/6/2020 19:26	-	50	x20	-	-
Bitcoin	Bitcoin-18522807	Compra	14/6/2020 9:21	9300	14/6/2020 19:26	-	50	x20	-	-
Bitcoin	Bitcoin-18524833	Vendi	14/6/2020 13:48	9388.1	14/6/2020 19:23	9377.5	3050	x20	3080.5	30.5
Bitcoin	Bitcoin-18527222	Compra	14/6/2020 18:12	9374.25	14/6/2020 19:15	9389.25	500	x20	509.06	9.06
Bitcoin	Bitcoin-18524824	Compra	14/6/2020 14:41	9369.5	14/6/2020 17:54	9391.5	50	x20	51.6	1.6
Bitcoin	Bitcoin-18524624	Compra	14/6/2020 14:43	9350	14/6/2020 17:48	9383	50	x20	53.52	3.52
Bitcoin	Bitcoin-18519139	Compra	14/6/2020 14:43	9315.75	14/6/2020 17:48	9383	500	x20	565.21	65.21
Bitcoin	Bitcoin-18524588	Vendi	14/6/2020 15:49	9420.25	14/6/2020 17:48	9383	50	x20	52.94	2.94
Bitcoin	Bitcoin-18525052	Vendi	14/6/2020 15:49	9420.25	14/6/2020 17:48	9383	50	x20	52.94	2.94
Bitcoin	Bitcoin-18524545	Vendi	14/6/2020 15:49	9425	14/6/2020 17:48	9383	50	x20	53.6	3.6
Bitcoin	Bitcoin-18524553	Vendi	14/6/2020 15:50	9430.5	14/6/2020 17:48	9383.25	50	x20	54.26	4.26
Bitcoin	Bitcoin-18519117	Compra	14/6/2020 14:43	9343.25	14/6/2020 15:49	9420.25	500	x20	570	70
Bitcoin	Bitcoin-18525058	Compra	14/6/2020 13:58	9403.13	14/6/2020 15:49	9416.5	520	x20	530	10
Bitcoin	Bitcoin-18525062	Compra	14/6/2020 14:00	9401.47	14/6/2020 15:49	9414.75	1020	x20	1040	20
Bitcoin	Bitcoin-18516824	Compra	13/6/2020 15:18	9453.5	14/6/2020 14:43	9315.75	20	x20	13.79	-6.21
