Libertex platform

Conto:	2902148352	Nome:	 	Valute:	EUR	Data del rapporto:	13.04.2020 12:07:17

Strumento	Numero operazione	Direzione	Data di apertura	Prezzo aper.	Data di chiusura	Prezzo chiusura	Importo (€)	Moltiplicatore	Ricevuto (€)	Profitto (€)
GBP/USD	GBPUSD-16309597	Compra	8/4/2020 16:22	1.24005	8/4/2020 16:23	1.2403	20	x600	20.43	0.43
GBP/USD	GBPUSD-16308371	Compra	8/4/2020 15:48	1.24005	8/4/2020 16:07	1.23895	50	x351	31.53	-18.47
GBP/USD	GBPUSD-16307827	Vendi	8/4/2020 15:33	1.24187	8/4/2020 15:33	-	2500	x600	-	-
GBP/USD	GBPUSD-16307247	Vendi	8/4/2020 15:19	1.23899	8/4/2020 15:19	-	500	x600	-	-
GBP/USD	GBPUSD-16306271	Compra	8/4/2020 14:56	1.23705	8/4/2020 15:12	1.23867	20	x600	33.67	13.67
GBP/USD	GBPUSD-16305563	Compra	8/4/2020 14:37	1.23899	8/4/2020 14:47	1.23709	20	x600	-	-
GBP/USD	GBPUSD-16303186	Vendi	8/4/2020 13:38	1.23801	8/4/2020 14:45	1.23761	500	x600	554.52	54.52
GBP/USD	GBPUSD-16305532	Vendi	8/4/2020 14:36	1.23902	8/4/2020 14:44	1.23821	20	x600	26.15	6.15
GBP/USD	GBPUSD-16305099	Compra	8/4/2020 14:24	1.23868	8/4/2020 14:35	1.23922	20	x600	23.34	3.34
GBP/USD	GBPUSD-16303439	Vendi	8/4/2020 13:44	1.23947	8/4/2020 13:50	1.23867	20	x600	26.19	6.19
GBP/USD	GBPUSD-16303381	Compra	8/4/2020 13:42	1.23884	8/4/2020 13:43	1.23942	500	x600	594.44	94.44
GBP/USD	GBPUSD-16303141	Compra	8/4/2020 13:38	1.23799	8/4/2020 13:41	1.23881	500	x600	656.3	156.3
GBP/USD	GBPUSD-16301530	Compra	8/4/2020 12:53	1.23708	8/4/2020 13:37	1.23817	6020	x351	7548.72	1528.72
GBP/USD	GBPUSD-16301809	Compra	8/4/2020 13:02	1.23696	8/4/2020 13:37	1.23817	6000	x200	6965.26	965.26
GBP/USD	GBPUSD-16301513	Compra	8/4/2020 13:05	1.2366	8/4/2020 13:13	1.23693	2500	x351	2617.08	117.08
GBP/USD	GBPUSD-16301785	Compra	8/4/2020 13:01	1.23697	8/4/2020 13:02	-	2500	x600	-	-
GBP/USD	GBPUSD-16293099	Compra	8/4/2020 8:37	1.2293	8/4/2020 12:54	-	20	x500	-	-
GBP/USD	GBPUSD-16301232	Compra	8/4/2020 12:45	1.2366	8/4/2020 12:54	-	500	x600	-	-
GBP/USD	GBPUSD-16293211	Compra	8/4/2020 8:39	1.23007	8/4/2020 12:53	1.23706	20	x20	22.2	2.2
GBP/USD	GBPUSD-16299696	Vendi	8/4/2020 12:49	1.2375	8/4/2020 12:51	1.23715	500	x600	547.27	47.27
GBP/USD	GBPUSD-16301315	Compra	8/4/2020 12:46	1.23701	8/4/2020 12:47	1.23727	203	x20	203.24	0.24
GBP/USD	GBPUSD-16299867	Vendi	8/4/2020 12:01	1.23535	8/4/2020 12:46	1.23704	500	x600	44.66	-455.34
GBP/USD	GBPUSD-16301212	Vendi	8/4/2020 12:44	1.23702	8/4/2020 12:45	1.23676	500	x600	518.18	18.18
GBP/USD	GBPUSD-16300508	Compra	8/4/2020 12:23	1.23637	8/4/2020 12:44	1.23681	2500	x600	2797.24	297.24
GBP/USD	GBPUSD-16300469	Compra	8/4/2020 12:20	1.23658	8/4/2020 12:21	1.23686	2000	x600	2082.48	82.48
GBP/USD	GBPUSD-16299680	Compra	8/4/2020 11:54	1.23634	8/4/2020 12:21	1.23687	10000	x600	11548.27	1548.27
GBP/USD	GBPUSD-16299833	Vendi	8/4/2020 12:00	1.23542	8/4/2020 12:20	1.23658	500	x600	178.24	-321.76
GBP/USD	GBPUSD-16300385	Vendi	8/4/2020 12:19	1.23683	8/4/2020 12:20	1.23643	500	x600	557	57
GBP/USD	GBPUSD-16299783	Compra	8/4/2020 11:58	1.236	8/4/2020 12:18	1.23667	500	x600	612.86	112.86
GBP/USD	GBPUSD-16299892	Compra	8/4/2020 12:02	1.23568	8/4/2020 12:17	1.23667	50	x351	61.43	11.43
GBP/USD	GBPUSD-16299823	Compra	8/4/2020 12:00	1.23587	8/4/2020 12:06	1.23632	500	x600	561.89	61.89
GBP/USD	GBPUSD-16299846	Compra	8/4/2020 12:01	1.23565	8/4/2020 12:04	1.23584	500	x600	506.06	6.06
GBP/USD	GBPUSD-16299558	Vendi	8/4/2020 11:49	1.23571	8/4/2020 12:03	1.23545	2500	x600	2566.76	66.76
GBP/USD	GBPUSD-16299723	Vendi	8/4/2020 11:56	1.23649	8/4/2020 11:58	1.23606	500	x600	557.01	57.01
GBP/USD	GBPUSD-16299714	Compra	8/4/2020 11:56	1.23608	8/4/2020 11:56	1.23662	500	x600	581.3	81.3
GBP/USD	GBPUSD-16299617	Vendi	8/4/2020 11:52	1.23653	8/4/2020 11:55	1.23616	6000	x600	6509.49	509.49
GBP/USD	GBPUSD-16299660	Compra	8/4/2020 11:53	1.23639	8/4/2020 11:54	1.23702	4000	x600	4824.98	824.98
GBP/USD	GBPUSD-16299521	Compra	8/4/2020 11:49	1.23539	8/4/2020 11:51	1.23581	2500	x600	2773.19	273.19
GBP/USD	GBPUSD-16298505	Vendi	8/4/2020 11:21	1.23589	8/4/2020 11:22	1.23639	2500	x600	1668.61	-831.39
GBP/USD	GBPUSD-16298373	Vendi	8/4/2020 11:17	1.23615	8/4/2020 11:20	1.23596	6000	x600	5927.19	-72.81
GBP/USD	GBPUSD-16296896	Vendi	8/4/2020 10:30	1.23422	8/4/2020 11:17	1.2361	1250	x600	-	-
GBP/USD	GBPUSD-16297343	Vendi	8/4/2020 10:45	1.23418	8/4/2020 11:17	1.2361	4000	x600	-	-
GBP/USD	GBPUSD-16297834	Vendi	8/4/2020 11:01	1.23437	8/4/2020 11:17	1.2362	50	x600	-	-
GBP/USD	GBPUSD-16298325	Compra	8/4/2020 11:15	1.23533	8/4/2020 11:17	1.23571	6020	x600	6505.16	485.16
GBP/USD	GBPUSD-16298262	Compra	8/4/2020 11:14	1.23527	8/4/2020 11:14	-	6000	x600	-	-
GBP/USD	GBPUSD-16298156	Compra	8/4/2020 11:11	1.23454	8/4/2020 11:12	1.23491	500	x600	537.66	37.66
GBP/USD	GBPUSD-16298110	Compra	8/4/2020 11:10	1.23509	8/4/2020 11:11	-	2500	x600	-	-
GBP/USD	GBPUSD-16297791	Compra	8/4/2020 11:01	1.23421	8/4/2020 11:05	1.23477	2500	x600	2931.45	431.45
GBP/USD	GBPUSD-16297441	Vendi	8/4/2020 10:51	1.23452	8/4/2020 11:01	1.23419	6000	x600	6422.83	422.83
GBP/USD	GBPUSD-16296109	Vendi	8/4/2020 10:52	1.23471	8/4/2020 10:56	1.23434	2500	x600	2700.45	200.45
GBP/USD	GBPUSD-16297373	Compra	8/4/2020 10:47	1.23379	8/4/2020 10:47	-	6000	x600	-	-
GBP/USD	GBPUSD-16297316	Vendi	8/4/2020 10:45	1.2336	8/4/2020 10:45	-	6000	x600	-	-
GBP/USD	GBPUSD-16297134	Compra	8/4/2020 10:38	1.23312	8/4/2020 10:39	-	2500	x600	-	-
GBP/USD	GBPUSD-16297152	Vendi	8/4/2020 10:39	1.2336	8/4/2020 10:39	-	2500	x600	-	-
GBP/USD	GBPUSD-16297082	Compra	8/4/2020 10:36	1.23409	8/4/2020 10:36	-	2500	x600	-	-
GBP/USD	GBPUSD-16296713	Compra	8/4/2020 10:23	1.23372	8/4/2020 10:35	1.23401	2500	x100	2513.17	13.17
GBP/USD	GBPUSD-16296909	Compra	8/4/2020 10:30	1.23325	8/4/2020 10:32	1.23372	200	x600	222.86	22.86
GBP/USD	GBPUSD-16296723	Vendi	8/4/2020 10:23	1.23366	8/4/2020 10:29	1.2334	2500	x100	2505.06	5.06
GBP/USD	GBPUSD-16293157	Vendi	8/4/2020 8:41	1.23048	8/4/2020 10:05	1.23379	20	x353	-	-
GBP/USD	GBPUSD-16294687	Vendi	8/4/2020 9:27	1.23252	8/4/2020 10:05	1.23362	520	x600	175.43	-344.57
GBP/USD	GBPUSD-16295674	Compra	8/4/2020 9:53	1.23285	8/4/2020 9:54	1.23239	2500	x600	1666.56	-833.44
GBP/USD	GBPUSD-16294038	Vendi	8/4/2020 9:05	1.23121	8/4/2020 9:48	1.23302	500	x600	-	-
GBP/USD	GBPUSD-16294679	Compra	8/4/2020 9:26	1.23182	8/4/2020 9:45	1.23252	20	x600	24.52	4.52
GBP/USD	GBPUSD-16289074	Vendi	8/4/2020 9:21	1.23241	8/4/2020 9:26	1.23187	50	x600	56.93	6.93
GBP/USD	GBPUSD-16291591	Vendi	8/4/2020 7:53	1.23059	8/4/2020 8:33	1.23034	3000	x600	3031.69	31.69
GBP/USD	GBPUSD-16291856	Vendi	8/4/2020 7:56	1.23166	8/4/2020 7:57	1.23118	2500	x600	2719.21	219.21
GBP/USD	GBPUSD-16291532	Compra	8/4/2020 7:44	1.2296	8/4/2020 7:48	1.23006	500	x600	541.47	41.47
GBP/USD	GBPUSD-16291263	Compra	8/4/2020 7:35	1.2298	8/4/2020 7:37	-	2500	x600	-	-
GBP/USD	GBPUSD-16291145	Compra	8/4/2020 7:31	1.22991	8/4/2020 7:36	1.23027	500	x600	524.39	24.39
GBP/USD	GBPUSD-16291095	Compra	8/4/2020 7:29	1.22965	8/4/2020 7:30	1.23001	50	x300	50.85	0.85
GBP/USD	GBPUSD-16289214	Vendi	8/4/2020 6:20	1.22957	8/4/2020 6:26	1.22915	500	x200	515.45	15.45
GBP/USD	GBPUSD-16289216	Compra	8/4/2020 6:20	1.22956	8/4/2020 6:20	1.23007	500	x200	520.33	20.33
GBP/USD	GBPUSD-16289179	Vendi	8/4/2020 6:18	1.22974	8/4/2020 6:19	1.22977	500	x200	474.79	-25.21
GBP/USD	GBPUSD-16288968	Compra	8/4/2020 6:10	1.23121	8/4/2020 6:18	1.22976	500	x600	83.33	-416.67
GBP/USD	GBPUSD-16289028	Compra	8/4/2020 6:12	1.23178	8/4/2020 6:18	1.23004	20	x600	-	-
GBP/USD	GBPUSD-16288961	Compra	8/4/2020 6:10	1.2304	8/4/2020 6:11	-	2500	x600	-	-
GBP/USD	GBPUSD-16278562	Vendi	7/4/2020 19:34	1.2338	7/4/2020 20:20	1.23481	20	x600	8.71	-11.29
GBP/USD	GBPUSD-16278571	Compra	7/4/2020 19:34	1.23398	7/4/2020 19:43	1.23348	520	x600	354.09	-165.91
GBP/USD	GBPUSD-16277141	Compra	7/4/2020 18:57	1.23477	7/4/2020 19:41	1.23364	500	x600	189.01	-310.99
GBP/USD	GBPUSD-16277376	Vendi	7/4/2020 19:03	1.23415	7/4/2020 19:30	1.23372	20	x600	22.13	2.13
GBP/USD	GBPUSD-16278069	Compra	7/4/2020 19:21	1.23365	7/4/2020 19:21	1.23402	50	x600	54.37	4.37
GBP/USD	GBPUSD-16277475	Vendi	7/4/2020 19:06	1.23419	7/4/2020 19:21	1.23378	500	x600	565.63	65.63
GBP/USD	GBPUSD-16277250	Compra	7/4/2020 19:00	1.23398	7/4/2020 19:01	1.23462	500	x600	621.55	121.55
GBP/USD	GBPUSD-16277129	Vendi	7/4/2020 18:57	1.23461	7/4/2020 18:58	1.23416	500	x600	563.17	63.17
GBP/USD	GBPUSD-16271768	Vendi	7/4/2020 16:35	1.23386	7/4/2020 17:24	1.23217	520	x50	552	32
GBP/USD	GBPUSD-16271824	Vendi	7/4/2020 16:37	1.23395	7/4/2020 17:24	1.23215	500	x50	533.02	33.02
GBP/USD	GBPUSD-16271846	Vendi	7/4/2020 16:38	1.2343	7/4/2020 17:24	1.23215	500	x600	973.95	473.95
GBP/USD	GBPUSD-16271281	Vendi	7/4/2020 16:21	1.23409	7/4/2020 16:35	1.23346	6020	x10	6043.38	23.38
GBP/USD	GBPUSD-16271245	Compra	7/4/2020 16:20	1.2337	7/4/2020 16:22	-	20	x600	-	-
GBP/USD	GBPUSD-16271204	Vendi	7/4/2020 16:19	1.23429	7/4/2020 16:22	-	50	x600	-	-
GBP/USD	GBPUSD-16271181	Compra	7/4/2020 16:18	1.2336	7/4/2020 16:22	-	20	x600	-	-
GBP/USD	GBPUSD-16271080	Vendi	7/4/2020 16:15	1.2347	7/4/2020 16:22	-	50	x600	-	-
GBP/USD	GBPUSD-16271026	Compra	7/4/2020 16:14	1.2325	7/4/2020 16:22	-	50	x600	-	-
GBP/USD	GBPUSD-16270996	Compra	7/4/2020 16:13	1.233	7/4/2020 16:22	-	20	x600	-	-
GBP/USD	GBPUSD-16271043	Vendi	7/4/2020 16:14	1.2341	7/4/2020 16:18	1.2338	520	x600	556.17	36.17
GBP/USD	GBPUSD-16270925	Compra	7/4/2020 16:11	1.23397	7/4/2020 16:15	1.23421	20	x600	20.77	0.77
GBP/USD	GBPUSD-16270958	Vendi	7/4/2020 16:12	1.2337	7/4/2020 16:13	1.23332	20	x600	22.23	2.23
GBP/USD	GBPUSD-16270783	Vendi	7/4/2020 16:08	1.23472	7/4/2020 16:08	-	2500	x600	-	-
GBP/USD	GBPUSD-16270519	Vendi	7/4/2020 16:00	1.2346	7/4/2020 16:07	1.23441	2500	x600	2548.59	48.59
GBP/USD	GBPUSD-16269418	Vendi	7/4/2020 15:33	1.23288	7/4/2020 15:45	1.23256	2500	x600	2633.83	133.83
GBP/USD	GBPUSD-16269334	Vendi	7/4/2020 15:31	1.23432	7/4/2020 15:31	-	6000	x600	-	-
GBP/USD	GBPUSD-16268951	Compra	7/4/2020 15:22	1.23326	7/4/2020 15:27	1.23362	2500	x600	2645.95	145.95
GBP/USD	GBPUSD-16268571	Vendi	7/4/2020 15:12	1.2323	7/4/2020 15:21	1.23345	2500	x600	820.21	-1679.79
GBP/USD	GBPUSD-16262662	Vendi	7/4/2020 14:27	1.23399	7/4/2020 15:12	1.23239	6000	x600	10025.96	4025.96
GBP/USD	GBPUSD-16258985	Compra	7/4/2020 14:43	1.2325	7/4/2020 14:49	1.23168	20	x600	9.97	-10.03
GBP/USD	GBPUSD-16262330	Compra	7/4/2020 13:10	1.23615	7/4/2020 13:59	1.23657	200	x600	214.56	14.56
GBP/USD	GBPUSD-16262409	Compra	7/4/2020 13:12	1.23561	7/4/2020 13:26	1.23596	50	x600	52.42	2.42
GBP/USD	GBPUSD-16262379	Compra	7/4/2020 13:12	1.2357	7/4/2020 13:26	1.23631	500	x600	582.54	82.54
GBP/USD	GBPUSD-16262623	Compra	7/4/2020 13:19	1.23486	7/4/2020 13:23	1.23572	2500	x600	3240.97	740.97
GBP/USD	GBPUSD-16262298	Vendi	7/4/2020 13:10	1.23586	7/4/2020 13:11	1.23556	200	x600	205.82	5.82
GBP/USD	GBPUSD-16259010	Vendi	7/4/2020 11:51	1.23515	7/4/2020 11:51	1.23557	500	x600	339.69	-160.31
GBP/USD	GBPUSD-16255918	Vendi	7/4/2020 10:25	1.23365	7/4/2020 11:45	-	500	x600	-	-
GBP/USD	GBPUSD-16258914	Compra	7/4/2020 11:45	1.23296	7/4/2020 11:45	1.23338	20	x600	22.04	2.04
GBP/USD	GBPUSD-16258747	Compra	7/4/2020 11:41	1.2318	7/4/2020 11:44	1.23243	50	x600	60.47	10.47
GBP/USD	GBPUSD-16258658	Vendi	7/4/2020 11:39	1.23177	7/4/2020 11:44	1.23221	50	x600	34.89	-15.11
GBP/USD	GBPUSD-16258703	Compra	7/4/2020 11:40	1.23187	7/4/2020 11:42	1.23245	50	x600	60.22	10.22
GBP/USD	GBPUSD-16258681	Compra	7/4/2020 11:40	1.2314	7/4/2020 11:40	1.23195	50	x600	58.28	8.28
GBP/USD	GBPUSD-16258599	Vendi	7/4/2020 11:37	1.232	7/4/2020 11:38	-	500	x600	-	-
GBP/USD	GBPUSD-16258295	Compra	7/4/2020 11:27	1.23071	7/4/2020 11:34	1.23136	2500	x600	3011.89	511.89
GBP/USD	GBPUSD-16258358	Compra	7/4/2020 11:28	1.23006	7/4/2020 11:33	1.23131	6000	x600	9073.02	3073.02
GBP/USD	GBPUSD-16258449	Compra	7/4/2020 11:32	1.22956	7/4/2020 11:33	1.23107	4000	x600	6596.05	2596.05
GBP/USD	GBPUSD-16257936	Vendi	7/4/2020 11:16	1.22934	7/4/2020 11:33	1.2312	500	x600	-	-
GBP/USD	GBPUSD-16256610	Vendi	7/4/2020 10:41	1.23161	7/4/2020 11:32	1.22985	20	x200	25.09	5.09
GBP/USD	GBPUSD-16257618	Compra	7/4/2020 11:06	1.23002	7/4/2020 11:27	1.23068	6000	x600	7229.24	1229.24
GBP/USD	GBPUSD-16257211	Vendi	7/4/2020 10:57	1.2291	7/4/2020 10:58	1.22957	6000	x600	3861.85	-2138.15
GBP/USD	GBPUSD-16257251	Compra	7/4/2020 10:58	1.22908	7/4/2020 10:58	1.22938	6000	x600	6234.32	234.32
GBP/USD	GBPUSD-16255969	Compra	7/4/2020 10:27	1.23215	7/4/2020 10:56	1.22988	20	x500	-	-
GBP/USD	GBPUSD-16257111	Compra	7/4/2020 10:55	1.23198	7/4/2020 10:56	1.23016	6000	x600	-	-
GBP/USD	GBPUSD-16256324	Vendi	7/4/2020 10:33	1.23117	7/4/2020 10:55	1.23066	520	x600	583.06	63.06
GBP/USD	GBPUSD-16257129	Vendi	7/4/2020 10:55	1.23123	7/4/2020 10:55	1.23069	6000	x600	6877.17	877.17
GBP/USD	GBPUSD-16256792	Compra	7/4/2020 10:46	1.2316	7/4/2020 10:46	-	2500	x600	-	-
GBP/USD	GBPUSD-16256637	Compra	7/4/2020 10:42	1.23132	7/4/2020 10:45	1.23197	20	x200	21.33	1.33
GBP/USD	GBPUSD-16256345	Compra	7/4/2020 10:34	1.2314	7/4/2020 10:40	1.23163	520	x600	527.89	7.89
GBP/USD	GBPUSD-16246542	Compra	7/4/2020 6:02	1.2267	7/4/2020 10:26	-	20	x600	-	-
GBP/USD	GBPUSD-16255835	Vendi	7/4/2020 10:23	1.2331	7/4/2020 10:25	1.23256	70	x600	81.19	11.19
GBP/USD	GBPUSD-16255571	Compra	7/4/2020 10:17	1.23149	7/4/2020 10:22	1.23222	500	x600	619.36	119.36
GBP/USD	GBPUSD-16255602	Compra	7/4/2020 10:18	1.23108	7/4/2020 10:20	1.23182	500	x600	636.46	136.46
GBP/USD	GBPUSD-16255558	Compra	7/4/2020 10:17	1.23069	7/4/2020 10:17	-	500	x600	-	-
GBP/USD	GBPUSD-16255280	Compra	7/4/2020 10:12	1.23058	7/4/2020 10:14	1.23095	2500	x600	2695.02	195.02
GBP/USD	GBPUSD-16255336	Vendi	7/4/2020 10:14	1.23125	7/4/2020 10:14	-	2500	x600	-	-
GBP/USD	GBPUSD-16249644	Vendi	7/4/2020 8:56	1.23155	7/4/2020 10:12	1.23052	120	x50	123.92	3.92
GBP/USD	GBPUSD-16248804	Compra	7/4/2020 7:23	1.23387	7/4/2020 10:12	1.2305	2520	x50	2155.52	-364.48
GBP/USD	GBPUSD-16250365	Compra	7/4/2020 8:02	1.23365	7/4/2020 10:12	1.23041	220	x100	158.42	-61.58
GBP/USD	GBPUSD-16254750	Compra	7/4/2020 9:59	1.23166	7/4/2020 10:12	1.23041	70	x600	19.67	-50.33
GBP/USD	GBPUSD-16254786	Compra	7/4/2020 10:00	1.23111	7/4/2020 10:00	1.23139	500	x600	512.18	12.18
GBP/USD	GBPUSD-16254738	Vendi	7/4/2020 9:59	1.23159	7/4/2020 10:00	1.23107	20	x600	23.6	3.6
GBP/USD	GBPUSD-16252707	Compra	7/4/2020 9:04	1.23294	7/4/2020 9:12	1.23097	20	x500	2.72	-17.28
GBP/USD	GBPUSD-16253014	Compra	7/4/2020 9:12	1.23114	7/4/2020 9:12	-	500	x500	-	-
GBP/USD	GBPUSD-16249111	Compra	7/4/2020 7:31	1.23359	7/4/2020 9:09	1.23176	70	x600	-	-
GBP/USD	GBPUSD-16249680	Vendi	7/4/2020 7:46	1.23296	7/4/2020 8:57	1.23232	120	x50	121.94	1.94
GBP/USD	GBPUSD-16250360	Vendi	7/4/2020 8:02	1.23334	7/4/2020 8:56	1.23233	520	x100	553.37	33.37
GBP/USD	GBPUSD-16249230	Compra	7/4/2020 7:35	1.23285	7/4/2020 8:00	1.23377	20	x600	26.61	6.61
GBP/USD	GBPUSD-16250008	Vendi	7/4/2020 7:53	1.23446	7/4/2020 7:54	1.23389	20	x600	23.4	3.4
GBP/USD	GBPUSD-16249039	Vendi	7/4/2020 7:53	1.23458	7/4/2020 7:54	1.23385	50	x600	62.39	12.39
GBP/USD	GBPUSD-16249610	Compra	7/4/2020 7:44	1.23309	7/4/2020 7:53	1.23463	70	x50	73.73	3.73
GBP/USD	GBPUSD-16248937	Vendi	7/4/2020 7:26	1.23283	7/4/2020 7:44	1.23238	500	x600	563.26	63.26
GBP/USD	GBPUSD-16249225	Vendi	7/4/2020 7:35	1.23299	7/4/2020 7:44	1.23253	20	x600	22.33	2.33
GBP/USD	GBPUSD-16249114	Vendi	7/4/2020 7:32	1.23323	7/4/2020 7:44	1.23251	20	x600	24.76	4.76
GBP/USD	GBPUSD-16248925	Compra	7/4/2020 7:26	1.23295	7/4/2020 7:29	1.23381	500	x600	650.85	150.85
GBP/USD	GBPUSD-16248832	Vendi	7/4/2020 7:24	1.23366	7/4/2020 7:26	1.23332	500	x50	502.43	2.43
GBP/USD	GBPUSD-16246495	Vendi	7/4/2020 5:59	1.2279	7/4/2020 7:15	1.23388	20	x20	17.99	-2.01
GBP/USD	GBPUSD-16247713	Compra	7/4/2020 6:51	1.22979	7/4/2020 7:11	1.23219	20	x600	41.07	21.07
GBP/USD	GBPUSD-16247707	Vendi	7/4/2020 6:50	1.22977	7/4/2020 6:58	1.23169	20	x600	-	-
GBP/USD	GBPUSD-16246518	Compra	7/4/2020 6:01	1.22793	7/4/2020 6:50	1.23	20	x20	20.59	0.59
GBP/USD	GBPUSD-16246570	Vendi	7/4/2020 6:17	1.22963	7/4/2020 6:43	1.22838	20	x400	26.5	6.5
GBP/USD	GBPUSD-16236348	Compra	6/4/2020 19:36	1.22192	6/4/2020 19:38	1.22245	50	x600	60.06	10.06
GBP/USD	GBPUSD-16236119	Compra	6/4/2020 19:31	1.22358	6/4/2020 19:31	1.2238	500	x600	517.16	17.16
GBP/USD	GBPUSD-16236003	Vendi	6/4/2020 19:27	1.22419	6/4/2020 19:31	1.2238	520	x600	566.85	46.85
GBP/USD	GBPUSD-16235860	Vendi	6/4/2020 19:24	1.2223	6/4/2020 19:27	-	6000	x600	-	-
GBP/USD	GBPUSD-16235774	Compra	6/4/2020 19:21	1.22431	6/4/2020 19:25	1.22508	6000	x600	7837.76	1837.76
GBP/USD	GBPUSD-16235913	Compra	6/4/2020 19:25	1.22449	6/4/2020 19:25	1.22485	2500	x600	2751.12	251.12
GBP/USD	GBPUSD-16235838	Vendi	6/4/2020 19:23	1.2231	6/4/2020 19:23	-	6000	x600	-	-
GBP/USD	GBPUSD-16235755	Vendi	6/4/2020 19:21	1.22416	6/4/2020 19:22	1.22356	6000	x600	7338.06	1338.06
GBP/USD	GBPUSD-16235493	Vendi	6/4/2020 19:15	1.22629	6/4/2020 19:15	1.22572	6000	x500	6941.86	941.86
Bitcoin	Bitcoin-16219922	Compra	6/4/2020 13:07	7151.76	6/4/2020 19:14	7292.25	20	x5	21.26	1.26
GBP/USD	GBPUSD-16229522	Vendi	6/4/2020 16:34	1.23093	6/4/2020 19:14	1.22662	20	x100	26.73	6.73
GBP/USD	GBPUSD-16234267	Vendi	6/4/2020 18:42	1.2307	6/4/2020 19:14	1.22671	20	x20	21.24	1.24
GBP/USD	GBPUSD-16235345	Compra	6/4/2020 19:11	1.22713	6/4/2020 19:12	1.22483	6000	x200	3618.83	-2381.17
GBP/USD	GBPUSD-16229531	Compra	6/4/2020 16:35	1.23094	6/4/2020 19:11	1.22659	6020	x100	3821.78	-2198.22
GBP/USD	GBPUSD-16235301	Vendi	6/4/2020 19:10	1.22922	6/4/2020 19:11	1.2279	6000	x200	7147.06	1147.06
GBP/USD	GBPUSD-16234356	Compra	6/4/2020 18:44	1.23085	6/4/2020 19:11	1.22895	20	x600	-	-
GBP/USD	GBPUSD-16235217	Vendi	6/4/2020 19:09	1.2304	6/4/2020 19:09	-	6000	x600	-	-
GBP/USD	GBPUSD-16234885	Vendi	6/4/2020 19:00	1.23036	6/4/2020 19:07	1.23012	2520	x200	2562.91	42.91
GBP/USD	GBPUSD-16234598	Vendi	6/4/2020 18:52	1.23081	6/4/2020 19:01	1.2303	20	x400	22.3	2.3
GBP/USD	GBPUSD-16234432	Compra	6/4/2020 18:46	1.23068	6/4/2020 18:47	-	2500	x600	-	-
GBP/USD	GBPUSD-16229149	Compra	6/4/2020 17:09	1.23004	6/4/2020 18:41	1.23083	20	x600	26.43	6.43
GBP/USD	GBPUSD-16229418	Compra	6/4/2020 17:12	1.23	6/4/2020 18:41	1.23082	20	x600	27.02	7.02
GBP/USD	GBPUSD-16227713	Vendi	6/4/2020 15:54	1.23	6/4/2020 17:52	1.23191	70	x600	-	-
GBP/USD	GBPUSD-16217478	Compra	6/4/2020 12:07	1.23036	6/4/2020 16:27	1.23056	620	x50	621.71	1.71
GBP/USD	GBPUSD-16210087	Compra	6/4/2020 8:52	1.22954	6/4/2020 16:17	1.23026	30	x20	30.27	0.27
GBP/USD	GBPUSD-16227774	Compra	6/4/2020 15:55	1.22974	6/4/2020 16:07	1.23014	20	x50	20.19	0.19
GBP/USD	GBPUSD-16220032	Compra	6/4/2020 13:11	1.2286	6/4/2020 15:55	1.22968	20	x50	20.77	0.77
GBP/USD	GBPUSD-16227697	Compra	6/4/2020 15:54	1.22918	6/4/2020 15:54	1.22949	20	x600	21.31	1.31
GBP/USD	GBPUSD-16225515	Compra	6/4/2020 15:03	1.22667	6/4/2020 15:08	1.22772	20	x600	28.46	8.46
GBP/USD	GBPUSD-16225381	Compra	6/4/2020 14:59	1.22544	6/4/2020 15:00	1.22603	500	x600	608.94	108.94
GBP/USD	GBPUSD-16203394	Vendi	6/4/2020 5:12	1.22673	6/4/2020 14:59	1.22505	40	x50	42.4	2.4
GBP/USD	GBPUSD-16220129	Vendi	6/4/2020 13:47	1.22883	6/4/2020 14:59	1.22525	20	x50	22.78	2.78
GBP/USD	GBPUSD-16206917	Vendi	6/4/2020 7:32	1.22845	6/4/2020 14:59	1.22519	520	x10	533.2	13.2
GBP/USD	GBPUSD-16224487	Compra	6/4/2020 14:40	1.22865	6/4/2020 14:51	1.22668	20	x600	-	-
GBP/USD	GBPUSD-16223919	Compra	6/4/2020 14:26	1.22956	6/4/2020 14:48	1.22766	20	x600	-	-
GBP/USD	GBPUSD-16223887	Vendi	6/4/2020 14:25	1.22944	6/4/2020 14:37	1.22891	20	x600	23.75	3.75
GBP/USD	GBPUSD-16220495	Compra	6/4/2020 13:25	1.22818	6/4/2020 14:25	1.22944	20	x600	31.18	11.18
GBP/USD	GBPUSD-16219430	Compra	6/4/2020 12:55	1.2293	6/4/2020 13:28	1.22739	40	x600	-	-
GBP/USD	GBPUSD-16219439	Compra	6/4/2020 12:56	1.22936	6/4/2020 13:28	1.22742	20	x600	-	-
GBP/USD	GBPUSD-16219464	Vendi	6/4/2020 12:56	1.2301	6/4/2020 13:23	-	20	x600	-	-
GBP/USD	GBPUSD-16220142	Compra	6/4/2020 13:13	1.2288	6/4/2020 13:22	-	20	x50	-	-
GBP/USD	GBPUSD-16219724	Vendi	6/4/2020 13:02	1.22872	6/4/2020 13:12	1.22835	70	x50	70.65	0.65
GBP/USD	GBPUSD-16203984	Compra	6/4/2020 5:50	1.22305	6/4/2020 13:10	-	20	x200	-	-
